
+------+---------------+---------------------------------+---------------------+---------------------+----------------------+--------------+--------------+------------+--------------+-----------+-----------------+-------------------+
|  ID  | transactionId |       recipientsXNAddress       | recipientsXM8UserId |        stamp        |  CONTROL_POINT_type  | CONTACT_type | contact_name | PHONE_type |    number    | extension |   claimNumber   | origTransactionId |
| None |    00731RD    |           ACSC.TEST.PT          |                     | 2020-06-22T10:59:59 |    Site Inspected    |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003112337-8-W  |        None       |
| None |    0075NPN    |         ACSC.TEST.STAFF         |                     | 2020-08-06T12:21:09 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117841-8-W  |        None       |
| None |    007BG9R    |          XACTNET.QUEUE          |                     | 2020-09-29T12:19:48 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003121985-8-W  |        None       |
| None |    0071ZN2    |          XACTNET.QUEUE          |                     | 2020-06-02T16:48:59 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003107785-8-W  |        None       |
| None |    0070RS0    |         ACSC.TEST.STAFF         |                     | 2020-05-15T12:49:02 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003105740-8-W  |        None       |
| None |    007CD3M    |         ACSC.TEST.STAFF         |                     | 2020-10-16T11:02:12 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123527-8-W  |        None       |
| None |    00734B0    |          XACTNET.QUEUE          |                     | 2020-06-23T11:03:00 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112704-8-W  |        None       |
| None |    007BG8P    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:04:09 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121978-8-W  |        None       |
| None |    0071PMR    |          XACTNET.QUEUE          |                     | 2020-05-29T15:26:20 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003106514-8-W  |        None       |
| None |    006QGRX    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:08:12 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005043447-8-X  |        None       |
| None |    007CBQ9    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:14:45 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123400-8-W  |        None       |
| None |    0073183    |          XACTNET.QUEUE          |                     | 2020-06-22T08:43:29 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111419-8-W  |        None       |
| None |    0072NVW    |          XACTNET.QUEUE          |                     | 2020-06-16T09:25:30 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110739-8-W  |        None       |
| None |    0079VW7    |           TEST.XNA.GL           |       LANCAST1      | 2020-09-22T16:13:25 |  Estimate Received   |   ClaimRep   |     None     |    None    |     None     |    None   |  003121306-8-W  |        None       |
| None |    0071GMN    |         ACSC.TEST.STAFF         |                     | 2020-05-26T15:47:54 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106814-8-W  |        None       |
| None |    0077YYX    |       SERVPRO.TEST.ONLINE       |                     | 2020-09-03T12:48:19 |       Notified       |   ClaimRep   |     None     |    None    |     None     |    None   |     C513513     |        None       |
| None |    007CC6Y    |          XACTNET.QUEUE          |                     | 2020-10-15T20:26:55 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  005045932-8-X  |        None       |
| None |    0079VVZ    |         ACSC.TEST.STAFF         |                     | 2020-09-22T16:06:15 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121139-8-W  |        None       |
| None |    00723B5    |         ACSC.TEST.STAFF         |                     | 2020-06-04T13:23:10 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003108183-8-W  |        None       |
| None |    007B186    |           TEST.XNA.GL           |                     | 2020-09-23T07:36:06 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003121503-8-W  |        None       |
| None |    00731VF    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:32:54 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112367-8-W  |        None       |
| None |    0071V8H    |         ACSC.TEST.STAFF         |                     | 2020-06-01T15:53:03 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003107524-8-W  |        None       |
| None |    006N0K0    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:05:13 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005038513-8-X  |        None       |
| None |    007CBMS    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:34:11 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123341-8-W  |        None       |
| None |    0072NSS    |          XACTNET.QUEUE          |                     | 2020-06-16T08:55:22 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110699-8-W  |        None       |
| None |    007BGBT    |         ACSC.TEST.STAFF         |                     | 2020-09-29T12:37:48 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121990-8-W  |        None       |
| None |    007C4CB    |          XACTNET.QUEUE          |                     | 2020-10-13T08:18:40 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003123077-8-W  |        None       |
| None |    007CCZ8    |         ACSC.TEST.STAFF         |                     | 2020-10-16T08:41:56 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123477-8-W  |        None       |
| None |    0072NSW    |          XACTNET.QUEUE          |                     | 2020-06-16T08:57:32 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110704-8-W  |        None       |
| None |    00732QN    |         ACSC.TEST.STAFF         |                     | 2020-06-22T16:51:11 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112584-8-W  |        None       |
| None |    007CBYF    |         ACSC.TEST.STAFF         |                     | 2020-10-15T16:54:08 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123453-8-W  |        None       |
| None |    0071JPH    |          XACTNET.QUEUE          |                     | 2020-05-27T15:17:27 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003107029-8-W  |        None       |
| None |    0070GG7    |          XACTNET.QUEUE          |                     | 2020-05-12T13:02:39 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003105302-8-W  |        None       |
| None |    00733YG    |          XACTNET.QUEUE          |                     | 2020-06-23T08:53:42 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112619-8-W  |        None       |
| None |    0072MD8    |          XACTNET.QUEUE          |                     | 2020-06-15T14:20:47 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110454-8-W  |        None       |
| None |    00732M9    |         ACSC.TEST.STAFF         |                     | 2020-06-22T16:03:37 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112567-8-W  |        None       |
| None |    0076JDM    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:09:35 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005045216-8-X  |        None       |
| None |    0072NS1    |          XACTNET.QUEUE          |                     | 2020-06-16T08:31:01 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110668-8-W  |        None       |
| None |    006R1Q7    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:08:32 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005043672-8-X  |        None       |
| None |    0078ML1    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:02:33 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003120990-8-W  |        None       |
| None |    007CD1S    |         ACSC.TEST.STAFF         |                     | 2020-10-16T10:05:30 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123511-8-W  |        None       |
| None |    00785HK    |          XACTNET.QUEUE          |                     | 2020-09-08T10:59:44 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  005045840-8-X  |        None       |
| None |    007CKF8    |         ACSC.TEST.STAFF         |                     | 2020-10-22T09:15:15 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123942-8-W  |        None       |
| None |    006YLN9    |           ACSC.TEST.PT          |                     | 2020-04-27T08:47:24 |      Contacted       |   ClaimRep   |     None     |   Office   | 714-850-8048 |           | 003103435-8-WWF |        None       |
| None |    00731CC    |          XACTNET.QUEUE          |                     | 2020-06-22T08:46:05 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111893-8-W  |        None       |
| None |    0071GKW    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:27:29 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106805-8-W  |        None       |
| None |    0075JPM    |         ACSC.TEST.STAFF         |                     | 2020-08-04T11:23:52 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117281-8-W  |        None       |
